Date,No of Persons,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER
1,254,25.4,6.9,6.35,3.7,13.60714286,8.8,12.7,6.5,18.14285714,6.9,32.65714286,3.9,7.257142857,0,22.67857143,12.6,27.21428571,8.2,44.45,13.1,199.5714286,12.4,1.814285714,1.2,36.28571429,6.4,816.4285714,22.8,5.442857143,3.1,36.28571429,15.4,44.45,10.7,907.1428571,15,199.5714286,15.2,9.071428571,3.1,2.267857143,1
2,254,25.4,4,6.35,2.6,13.60714286,2.3,12.7,2.8,18.14285714,3.4,32.65714286,2.4,7.257142857,0,22.67857143,8.5,27.21428571,4,44.45,8.8,199.5714286,5.4,1.814285714,0.2,36.28571429,3.2,816.4285714,11.1,5.442857143,1.7,36.28571429,2.4,44.45,6.7,907.1428571,7.5,199.5714286,10.5,9.071428571,2.3,2.267857143,0.8
3,279,27.9,7.2,6.975,4.1,14.94642857,5.9,13.95,7.2,19.92857143,5.6,35.87142857,3.7,7.971428571,0,24.91071429,12.5,29.89285714,6.5,48.825,11.9,219.2142857,11.1,1.992857143,0.7,39.85714286,5.5,896.7857143,18.5,5.978571429,3.8,39.85714286,16.2,48.825,14,996.4285714,14.5,219.2142857,13.5,9.964285714,5.9,2.491071429,1
4,286,28.6,8.4,7.15,4.9,15.32142857,8.5,14.3,9.9,20.42857143,5.8,36.77142857,3.3,8.171428571,0,25.53571429,11.1,30.64285714,7.8,50.05,10.6,224.7142857,12.8,2.042857143,0.7,40.85714286,7.8,919.2857143,22,6.128571429,3.6,40.85714286,18.5,50.05,14.4,1021.428571,19.8,224.7142857,14.6,10.21428571,3.2,2.553571429,1
5,265,26.5,7.5,6.625,4.6,14.19642857,4.2,13.25,8.3,18.92857143,6.1,34.07142857,3.4,7.571428571,0,23.66071429,14.4,28.39285714,8,46.375,13.6,208.2142857,12.3,1.892857143,1.1,37.85714286,6.3,851.7857143,17,5.678571429,3.6,37.85714286,14.2,46.375,9.9,946.4285714,15.3,208.2142857,14.6,9.464285714,3.8,2.366071429,1
6,269,26.9,4.6,6.725,1.8,14.41071429,3.3,13.45,1.4,19.21428571,2.3,34.58571429,1.9,7.685714286,0,24.01785714,6.5,28.82142857,2.8,47.075,3.2,211.3571429,6.8,1.921428571,0.2,38.42857143,2.8,864.6428571,14.9,5.764285714,2.3,38.42857143,4.5,47.075,7.6,960.7142857,8.8,211.3571429,6.6,9.607142857,2.7,2.401785714,0.4
7,254,25.4,6,6.35,4.1,13.60714286,5.9,12.7,8.6,18.14285714,9.9,32.65714286,3.2,7.257142857,0,22.67857143,12.1,27.21428571,6,44.45,9.6,199.5714286,13.5,1.814285714,0.6,36.28571429,5,816.4285714,18.9,5.442857143,3.7,36.28571429,10,44.45,12.5,907.1428571,14.4,199.5714286,14.6,9.071428571,5,2.267857143,1
1,273,27.3,8.5,6.825,4,14.625,8.1,13.65,9.2,19.5,9.5,35.1,3.9,7.8,0,24.375,11.8,29.25,8,47.775,13.7,214.5,12.8,1.95,0.6,39,6,877.5,20.8,5.85,3.6,39,16.5,47.775,8.8,975,16.8,214.5,15.5,9.75,3.5,2.4375,1
2,302,30.2,6.4,7.55,4.2,16.17857143,7.2,15.1,6.8,21.57142857,7.2,38.82857143,3.9,8.628571429,0,26.96428571,15.6,32.35714286,6.7,52.85,9.1,237.2857143,13.2,2.157142857,0.5,43.14285714,7.6,970.7142857,23.3,6.471428571,3,43.14285714,8.6,52.85,12.9,1078.571429,15.5,237.2857143,15.3,10.78571429,5.2,2.696428571,1
3,276,27.6,2,6.9,2.4,14.78571429,1.9,13.8,4.9,19.71428571,2.6,35.48571429,2.5,7.885714286,0,24.64285714,9,29.57142857,2.2,48.3,2.6,216.8571429,8.2,1.971428571,0.3,39.42857143,3.4,887.1428571,14.9,5.914285714,2.2,39.42857143,7.5,48.3,4,985.7142857,13.8,216.8571429,7.5,9.857142857,1,2.464285714,0.1
4,299,29.9,5.5,7.475,4.6,16.01785714,6.7,14.95,9.1,21.35714286,9.2,38.44285714,3.6,8.542857143,0,26.69642857,12.3,32.03571429,6.1,52.325,14.4,234.9285714,12.8,2.135714286,0.9,42.71428571,4.4,961.0714286,25.4,6.407142857,3.8,42.71428571,19.4,52.325,11.6,1067.857143,14.8,234.9285714,14.2,10.67857143,3,2.669642857,1
5,253,25.3,4.5,6.325,1.8,13.55357143,1,12.65,1.6,18.07142857,1.4,32.52857143,1.7,7.228571429,0,22.58928571,6.8,27.10714286,3.7,44.275,5.2,198.7857143,9.7,1.807142857,0.2,36.14285714,2.7,813.2142857,14.4,5.421428571,2.3,36.14285714,7,44.275,7.7,903.5714286,10.9,198.7857143,7.4,9.035714286,2.5,2.258928571,0.9
6,255,25.5,7.1,6.375,3.2,13.66071429,6.3,12.75,9.5,18.21428571,8.6,32.78571429,3,7.285714286,0,22.76785714,14.1,27.32142857,7.9,44.625,11.9,200.3571429,12.3,1.821428571,1,36.42857143,7.3,819.6428571,19.9,5.464285714,3.7,36.42857143,12.8,44.625,10.4,910.7142857,16.3,200.3571429,13.3,9.107142857,3.6,2.276785714,1
7,268,26.8,6.4,6.7,3.6,14.35714286,5.1,13.4,5,19.14285714,8,34.45714286,3.1,7.657142857,0,23.92857143,12.1,28.71428571,8.1,46.9,13.6,210.5714286,13.7,1.914285714,1,38.28571429,7.1,861.4285714,20.9,5.742857143,3.9,38.28571429,20.1,46.9,9.3,957.1428571,18.4,210.5714286,13.4,9.571428571,3.1,2.392857143,1
1,304,30.4,4.4,7.6,1.8,16.28571429,2.7,15.2,3.3,21.71428571,4.7,39.08571429,1.3,8.685714286,0,27.14285714,6,32.57142857,5.6,53.2,4.6,238.8571429,6.6,2.171428571,0.2,43.42857143,1.8,977.1428571,16.5,6.514285714,1.4,43.42857143,3,53.2,4.7,1085.714286,11.9,238.8571429,9.4,10.85714286,1,2.714285714,0.1
2,274,27.4,7.9,6.85,4,14.67857143,8.1,13.7,9,19.57142857,9.3,35.22857143,3.2,7.828571429,0,24.46428571,11.5,29.35714286,8.5,47.95,14.5,215.2857143,11,1.957142857,0.7,39.14285714,7.6,880.7142857,26.5,5.871428571,3.2,39.14285714,8.4,47.95,8.1,978.5714286,19.4,215.2857143,12.9,9.785714286,3.3,2.446428571,1
3,271,27.1,1.1,6.775,1.9,14.51785714,2.6,13.55,2.3,19.35714286,3.9,34.84285714,1.5,7.742857143,0,24.19642857,4.7,29.03571429,3.3,47.425,3.8,212.9285714,6.8,1.935714286,0.3,38.71428571,2.4,871.0714286,13.2,5.807142857,1.7,38.71428571,7.4,47.425,4.2,967.8571429,7.9,212.9285714,9.5,9.678571429,2,2.419642857,0.7
4,290,29,7.4,7.25,4.8,15.53571429,8.6,14.5,7.6,20.71428571,7.7,37.28571429,3.2,8.285714286,0,25.89285714,12,31.07142857,8,50.75,12.8,227.8571429,11.7,2.071428571,0.6,41.42857143,4.7,932.1428571,25.8,6.214285714,3.7,41.42857143,12,50.75,9.9,1035.714286,14.5,227.8571429,15.8,10.35714286,5.1,2.589285714,1
5,264,26.4,6,6.6,4,14.14285714,6.1,13.2,7.4,18.85714286,9,33.94285714,3.5,7.542857143,0,23.57142857,14.9,28.28571429,6.3,46.2,11.7,207.4285714,11.4,1.885714286,1.1,37.71428571,5.1,848.5714286,24.5,5.657142857,3.2,37.71428571,15.6,46.2,10.2,942.8571429,14.8,207.4285714,11.5,9.428571429,3.1,2.357142857,1
6,273,27.3,8.9,6.825,4.9,14.625,8.8,13.65,9,19.5,8.2,35.1,3.6,7.8,0,24.375,13,29.25,8.9,47.775,14.2,214.5,11.6,1.95,0.7,39,4.2,877.5,25.3,5.85,3.4,39,8.2,47.775,8.6,975,19.6,214.5,13.9,9.75,4.7,2.4375,1
7,288,28.8,4.5,7.2,2.6,15.42857143,3.6,14.4,1,20.57142857,3.1,37.02857143,2.2,8.228571429,0,25.71428571,5.5,30.85714286,5.6,50.4,3.8,226.2857143,8.9,2.057142857,0.1,41.14285714,1.7,925.7142857,12.3,6.171428571,2,41.14285714,4.8,50.4,2.3,1028.571429,7.7,226.2857143,9.1,10.28571429,1.9,2.571428571,0.4
1,273,27.3,7.2,6.825,4.5,14.625,7.7,13.65,8.2,19.5,8.4,35.1,3.9,7.8,0,24.375,12.2,29.25,8.9,47.775,10,214.5,11.2,1.95,1.1,39,4.4,877.5,17.6,5.85,3.4,39,11.2,47.775,11.4,975,18.4,214.5,15.8,9.75,5.1,2.4375,1
2,276,27.6,7,6.9,4.6,14.78571429,7,13.8,7.7,19.71428571,8.3,35.48571429,3.3,7.885714286,0,24.64285714,11,29.57142857,7.9,48.3,11.5,216.8571429,12.6,1.971428571,1.1,39.42857143,7.6,887.1428571,22.4,5.914285714,3.1,39.42857143,8.8,48.3,8.1,985.7142857,16.2,216.8571429,15,9.857142857,4.4,2.464285714,1
3,301,30.1,6.6,7.525,4.1,16.125,6.2,15.05,7.8,21.5,5.9,38.7,3.4,8.6,0,26.875,12.8,32.25,6.1,52.675,10.3,236.5,12.5,2.15,0.5,43,6.9,967.5,23.4,6.45,3.4,43,19.7,52.675,8.7,1075,16.2,236.5,11.6,10.75,5.2,2.6875,1
4,255,25.5,3,6.375,2,13.66071429,3.9,12.75,2,18.21428571,4.9,32.78571429,1.5,7.285714286,0,22.76785714,8.3,27.32142857,5.6,44.625,2.4,200.3571429,8.6,1.821428571,0.4,36.42857143,2.3,819.6428571,9.1,5.464285714,2.8,36.42857143,2.1,44.625,2.7,910.7142857,8.4,200.3571429,8.7,9.107142857,2.8,2.276785714,0.3
5,290,29,3.9,7.25,2.9,15.53571429,2,14.5,2.9,20.71428571,4.3,37.28571429,2,8.285714286,0,25.89285714,4.1,31.07142857,5.3,50.75,8.2,227.8571429,7.3,2.071428571,0.4,41.42857143,1.4,932.1428571,13.4,6.214285714,2.1,41.42857143,7.7,50.75,2.2,1035.714286,9.3,227.8571429,7.3,10.35714286,1.3,2.589285714,0.3
6,283,28.3,4,7.075,2.9,15.16071429,1.4,14.15,1.5,20.21428571,3.5,36.38571429,1.9,8.085714286,0,25.26785714,8.6,30.32142857,2,49.525,2,222.3571429,4.9,2.021428571,0.3,40.42857143,1.3,909.6428571,11.8,6.064285714,2,40.42857143,2.4,49.525,1.7,1010.714286,11.6,222.3571429,8.9,10.10714286,2.1,2.526785714,0.1
7,293,29.3,8.2,7.325,4,15.69642857,5.9,14.65,9.6,20.92857143,8.8,37.67142857,3.8,8.371428571,0,26.16071429,14.2,31.39285714,7.8,51.275,15.6,230.2142857,13.7,2.092857143,0.9,41.85714286,5.5,941.7857143,24.2,6.278571429,3.3,41.85714286,14.3,51.275,11.1,1046.428571,15.7,230.2142857,15.8,10.46428571,5.8,2.616071429,1
1,298,29.8,2.8,7.45,2.1,15.96428571,2.7,14.9,2.9,21.28571429,1.5,38.31428571,1.9,8.514285714,0,26.60714286,5.9,31.92857143,2,52.15,6.7,234.1428571,7.6,2.128571429,0.2,42.57142857,1.4,957.8571429,9,6.385714286,2.7,42.57142857,3.9,52.15,4.7,1064.285714,9.1,234.1428571,6.8,10.64285714,1.4,2.660714286,0.3
2,268,26.8,1.5,6.7,2.1,14.35714286,3.6,13.4,1.7,19.14285714,2.7,34.45714286,1.8,7.657142857,0,23.92857143,10.2,28.71428571,2.7,46.9,3.4,210.5714286,4,1.914285714,0.3,38.28571429,1.3,861.4285714,15.1,5.742857143,1.1,38.28571429,7.2,46.9,1.6,957.1428571,7.4,210.5714286,8.4,9.571428571,2.1,2.392857143,0
3,251,25.1,1.2,6.275,2.8,13.44642857,2.1,12.55,2.7,17.92857143,2.3,32.27142857,2.2,7.171428571,0,22.41071429,8.9,26.89285714,3,43.925,8.1,197.2142857,6.1,1.792857143,0.1,35.85714286,2.5,806.7857143,9.7,5.378571429,2.3,35.85714286,6.8,43.925,1.3,896.4285714,10.1,197.2142857,10,8.964285714,2.5,2.241071429,0.5
4,304,30.4,8.3,7.6,4.1,16.28571429,6.6,15.2,6.5,21.71428571,7.8,39.08571429,3,8.685714286,0,27.14285714,13.6,32.57142857,6.6,53.2,14.3,238.8571429,11,2.171428571,0.7,43.42857143,4,977.1428571,17.2,6.514285714,3.9,43.42857143,8.3,53.2,10.8,1085.714286,16.6,238.8571429,14,10.85714286,4.5,2.714285714,1
5,270,27,3.3,6.75,1.7,14.46428571,2.7,13.5,1.7,19.28571429,3.5,34.71428571,2.2,7.714285714,0,24.10714286,10.9,28.92857143,5.5,47.25,3.1,212.1428571,10.2,1.928571429,0.3,38.57142857,2.1,867.8571429,15.7,5.785714286,1.3,38.57142857,5.8,47.25,3.9,964.2857143,7.8,212.1428571,6.8,9.642857143,2.4,2.410714286,0.5
6,252,25.2,6.5,6.3,4,13.5,7.9,12.6,6.8,18,6.8,32.4,3.9,7.2,0,22.5,15.2,27,6.9,44.1,14.5,198,13.8,1.8,0.8,36,4.8,810,22.6,5.4,3.5,36,11.4,44.1,10.4,900,21.8,198,15.1,9,4.8,2.25,1
7,253,25.3,7.8,6.325,3.5,13.55357143,7,12.65,6.7,18.07142857,8.8,32.52857143,3.4,7.228571429,0,22.58928571,12.2,27.10714286,7.4,44.275,9.5,198.7857143,11.3,1.807142857,1,36.14285714,5.2,813.2142857,20,5.421428571,3.6,36.14285714,19.3,44.275,10.8,903.5714286,18.1,198.7857143,14,9.035714286,3.8,2.258928571,1
1,285,28.5,4,7.125,1.9,15.26785714,1,14.25,2.3,20.35714286,4.3,36.64285714,2,8.142857143,0,25.44642857,7.7,30.53571429,3.8,49.875,2.4,223.9285714,8.9,2.035714286,0.3,40.71428571,3,916.0714286,12.2,6.107142857,1.1,40.71428571,7.8,49.875,2.4,1017.857143,12.9,223.9285714,6.2,10.17857143,2.6,2.544642857,0
2,276,27.6,5.8,6.9,3.5,14.78571429,6.8,13.8,6,19.71428571,5.6,35.48571429,3.1,7.885714286,0,24.64285714,13.9,29.57142857,7.4,48.3,12.6,216.8571429,13,1.971428571,1.1,39.42857143,4.8,887.1428571,26.6,5.914285714,3.1,39.42857143,19.1,48.3,10,985.7142857,17.8,216.8571429,13,9.857142857,4.4,2.464285714,1
3,292,29.2,8.4,7.3,4.7,15.64285714,6.5,14.6,7.1,20.85714286,8.4,37.54285714,3.2,8.342857143,0,26.07142857,12.8,31.28571429,6,51.1,10,229.4285714,12.3,2.085714286,0.7,41.71428571,5.1,938.5714286,19.1,6.257142857,3.3,41.71428571,15.2,51.1,10.6,1042.857143,15.4,229.4285714,15.1,10.42857143,3.5,2.607142857,1
4,301,30.1,1.9,7.525,1.9,16.125,2.5,15.05,1.9,21.5,3.7,38.7,1.1,8.6,0,26.875,6.8,32.25,3.6,52.675,6.9,236.5,7,2.15,0.1,43,1.6,967.5,12,6.45,1.9,43,2,52.675,6.7,1075,7.4,236.5,7,10.75,2.2,2.6875,0
5,305,30.5,6.8,7.625,3.6,16.33928571,5.2,15.25,5,21.78571429,9.8,39.21428571,3.6,8.714285714,0,27.23214286,14.8,32.67857143,6.9,53.375,14,239.6428571,11.4,2.178571429,0.7,43.57142857,6.6,980.3571429,23.2,6.535714286,3,43.57142857,12.5,53.375,11.7,1089.285714,16.9,239.6428571,12.2,10.89285714,3.9,2.723214286,1
6,261,26.1,2.9,6.525,1.7,13.98214286,1.7,13.05,2.9,18.64285714,2.1,33.55714286,1.9,7.457142857,0,23.30357143,7.3,27.96428571,5.4,45.675,8.3,205.0714286,7.2,1.864285714,0.1,37.28571429,2.7,838.9285714,11.9,5.592857143,2.1,37.28571429,6,45.675,2.2,932.1428571,9.9,205.0714286,6.2,9.321428571,2.2,2.330357143,0.3
7,294,29.4,6.7,7.35,3.9,15.75,8.8,14.7,9.8,21,5.8,37.8,3.6,8.4,0,26.25,15.7,31.5,7.9,51.45,10.9,231,12,2.1,0.8,42,6.5,945,19.6,6.3,3.9,42,15.1,51.45,14.3,1050,20.4,231,14.5,10.5,5.7,2.625,1
1,298,29.8,6.7,7.45,4.8,15.96428571,8.7,14.9,7,21.28571429,7.9,38.31428571,3.9,8.514285714,0,26.60714286,15.3,31.92857143,6.4,52.15,9.4,234.1428571,13.4,2.128571429,1.2,42.57142857,6.3,957.8571429,23.5,6.385714286,3.1,42.57142857,8.7,52.15,13.7,1064.285714,17.2,234.1428571,12.9,10.64285714,4.8,2.660714286,1
2,290,29,2,7.25,2.8,15.53571429,2.9,14.5,2.5,20.71428571,2.9,37.28571429,2.9,8.285714286,0,25.89285714,9.1,31.07142857,4.9,50.75,4.9,227.8571429,8.9,2.071428571,0.4,41.42857143,2.9,932.1428571,10.5,6.214285714,1.8,41.42857143,4,50.75,7.2,1035.714286,10.4,227.8571429,10.5,10.35714286,1.3,2.589285714,0.9
3,264,26.4,8.8,6.6,4.7,14.14285714,6,13.2,7.4,18.85714286,6,33.94285714,3.6,7.542857143,0,23.57142857,14.9,28.28571429,8.9,46.2,10.6,207.4285714,13.9,1.885714286,1.1,37.71428571,7.6,848.5714286,17,5.657142857,3.7,37.71428571,14,46.2,9.6,942.8571429,18.4,207.4285714,15,9.428571429,5.7,2.357142857,1
4,297,29.7,5.6,7.425,4.7,15.91071429,4.9,14.85,6.4,21.21428571,5,38.18571429,3.7,8.485714286,0,26.51785714,14.5,31.82142857,6.9,51.975,14.2,233.3571429,12.3,2.121428571,1,42.42857143,4.2,954.6428571,27.3,6.364285714,3.8,42.42857143,17,51.975,14.7,1060.714286,16.5,233.3571429,12.9,10.60714286,5.2,2.651785714,1
5,296,29.6,7,7.4,3.6,15.85714286,5.1,14.8,7.7,21.14285714,6.2,38.05714286,3.4,8.457142857,0,26.42857143,12.5,31.71428571,8.7,51.8,12.5,232.5714286,13.2,2.114285714,0.5,42.28571429,4.1,951.4285714,19.2,6.342857143,3.9,42.28571429,15.2,51.8,11.6,1057.142857,14.8,232.5714286,15.9,10.57142857,3.2,2.642857143,1
6,264,26.4,6.4,6.6,4.6,14.14285714,8.5,13.2,5.2,18.85714286,7.4,33.94285714,3.4,7.542857143,0,23.57142857,14.2,28.28571429,8.7,46.2,10.3,207.4285714,12.2,1.885714286,1.2,37.71428571,4.8,848.5714286,21.4,5.657142857,3.9,37.71428571,10.5,46.2,8.4,942.8571429,14,207.4285714,14.8,9.428571429,4.6,2.357142857,1
7,286,28.6,1.2,7.15,2.9,15.32142857,2.8,14.3,4,20.42857143,2.4,36.77142857,1.6,8.171428571,0,25.53571429,7.1,30.64285714,2.2,50.05,7.6,224.7142857,8,2.042857143,0.3,40.85714286,1.9,919.2857143,14.7,6.128571429,2.5,40.85714286,6.5,50.05,2.4,1021.428571,11.8,224.7142857,6.2,10.21428571,1.6,2.553571429,0.2
1,295,29.5,1.7,7.375,2.7,15.80357143,2.8,14.75,4.8,21.07142857,2.7,37.92857143,1.8,8.428571429,0,26.33928571,8.1,31.60714286,2.1,51.625,5.4,231.7857143,10.6,2.107142857,0.4,42.14285714,1.8,948.2142857,11.4,6.321428571,1.2,42.14285714,4.1,51.625,4.2,1053.571429,9.4,231.7857143,9.3,10.53571429,2.6,2.633928571,0.3
2,286,28.6,5.7,7.15,3.7,15.32142857,7.4,14.3,8,20.42857143,7.7,36.77142857,3.2,8.171428571,0,25.53571429,11.1,30.64285714,8,50.05,12.5,224.7142857,12.6,2.042857143,1,40.85714286,7.2,919.2857143,17.7,6.128571429,3.4,40.85714286,8.5,50.05,13.7,1021.428571,15.7,224.7142857,12.4,10.21428571,3.6,2.553571429,1
3,299,29.9,5.9,7.475,4.8,16.01785714,4.6,14.95,6,21.35714286,6.2,38.44285714,3,8.542857143,0,26.69642857,13.4,32.03571429,6.9,52.325,12.1,234.9285714,13.6,2.135714286,0.8,42.71428571,6,961.0714286,17.7,6.407142857,3.3,42.71428571,11.7,52.325,10.3,1067.857143,18.2,234.9285714,11.1,10.67857143,3.2,2.669642857,1
4,256,25.6,8.1,6.4,3.2,13.71428571,4.1,12.8,9.9,18.28571429,7.7,32.91428571,3.3,7.314285714,0,22.85714286,14.1,27.42857143,6.7,44.8,14.4,201.1428571,11.4,1.828571429,0.9,36.57142857,6.5,822.8571429,25.1,5.485714286,3.5,36.57142857,17.3,44.8,13.1,914.2857143,20.1,201.1428571,12.1,9.142857143,4.8,2.285714286,1
5,303,30.3,5.6,7.575,4.6,16.23214286,5.4,15.15,6.8,21.64285714,8.7,38.95714286,3.1,8.657142857,0,27.05357143,13.2,32.46428571,8,53.025,12,238.0714286,13.3,2.164285714,1.1,43.28571429,6.6,973.9285714,17.2,6.492857143,3.9,43.28571429,20.6,53.025,13,1082.142857,19.5,238.0714286,14.5,10.82142857,5.3,2.705357143,1
6,295,29.5,3.2,7.375,2,15.80357143,3,14.75,4.9,21.07142857,2,37.92857143,1.6,8.428571429,0,26.33928571,10.7,31.60714286,2.3,51.625,2.7,231.7857143,5.6,2.107142857,0.4,42.14285714,3.7,948.2142857,11,6.321428571,1,42.14285714,2,51.625,2.8,1053.571429,13.9,231.7857143,8.8,10.53571429,2,2.633928571,0.9
7,280,28,8.7,7,3,15,4.1,14,6.4,20,8.9,36,3.5,8,0,25,14.9,30,6.1,49,14.7,220,12.3,2,1.1,40,7.5,900,24.9,6,3.5,40,11.7,49,13.9,1000,15.1,220,11.6,10,3.2,2.5,1
1,271,27.1,3.9,6.775,1.6,14.51785714,1.7,13.55,2.1,19.35714286,4.7,34.84285714,2,7.742857143,0,24.19642857,4,29.03571429,2.5,47.425,8.8,212.9285714,7.1,1.935714286,0.3,38.71428571,1.5,871.0714286,9.3,5.807142857,1.5,38.71428571,3.6,47.425,2.3,967.8571429,11,212.9285714,7.2,9.678571429,1,2.419642857,0.5
2,270,27,2.9,6.75,2.9,14.46428571,3.4,13.5,3.8,19.28571429,4.7,34.71428571,1.4,7.714285714,0,24.10714286,10.6,28.92857143,4.5,47.25,1.1,212.1428571,9.5,1.928571429,0.3,38.57142857,2.6,867.8571429,12.3,5.785714286,2.9,38.57142857,2.6,47.25,7.8,964.2857143,11.9,212.1428571,6.1,9.642857143,2.2,2.410714286,0.1
3,305,30.5,4.3,7.625,1.7,16.33928571,2.3,15.25,4.8,21.78571429,4.9,39.21428571,2.3,8.714285714,0,27.23214286,6.2,32.67857143,5.5,53.375,8.6,239.6428571,7.4,2.178571429,0.3,43.57142857,3.1,980.3571429,11.4,6.535714286,1.1,43.57142857,2,53.375,0.3,1089.285714,11.5,239.6428571,9.8,10.89285714,2.1,2.723214286,0.4
4,293,29.3,7.7,7.325,4.6,15.69642857,5.5,14.65,9,20.92857143,8.5,37.67142857,3.6,8.371428571,0,26.16071429,12.8,31.39285714,6.7,51.275,12.7,230.2142857,13.6,2.092857143,0.5,41.85714286,7.1,941.7857143,25.5,6.278571429,3.1,41.85714286,15.1,51.275,8.8,1046.428571,19,230.2142857,11.9,10.46428571,5.9,2.616071429,1
5,254,25.4,7.9,6.35,3,13.60714286,8.2,12.7,7.9,18.14285714,5.9,32.65714286,3.2,7.257142857,0,22.67857143,15.4,27.21428571,7.6,44.45,14.2,199.5714286,13.7,1.814285714,0.8,36.28571429,5.3,816.4285714,25.5,5.442857143,3.4,36.28571429,17.5,44.45,10.3,907.1428571,21.1,199.5714286,14.7,9.071428571,5.8,2.267857143,1
6,299,29.9,3.5,7.475,1.3,16.01785714,2.3,14.95,1.3,21.35714286,3.4,38.44285714,2.8,8.542857143,0,26.69642857,5.9,32.03571429,2.8,52.325,7.3,234.9285714,6.7,2.135714286,0.4,42.71428571,2,961.0714286,9.3,6.407142857,2.4,42.71428571,7.5,52.325,7.3,1067.857143,8.5,234.9285714,6.8,10.67857143,1.2,2.669642857,0.4
7,264,26.4,6,6.6,4.4,14.14285714,4.7,13.2,6.5,18.85714286,8.3,33.94285714,3,7.542857143,0,23.57142857,11.5,28.28571429,6.8,46.2,14.8,207.4285714,12.4,1.885714286,1.2,37.71428571,5.8,848.5714286,26.3,5.657142857,3.2,37.71428571,9.5,46.2,14,942.8571429,17.3,207.4285714,13.3,9.428571429,5.2,2.357142857,1
1,266,26.6,6.1,6.65,3.1,14.25,4.8,13.3,5.4,19,7.5,34.2,3.1,7.6,0,23.75,15.4,28.5,8.7,46.55,10.3,209,12.1,1.9,0.7,38,5.8,855,23.1,5.7,3.2,38,16,46.55,9.2,950,20.6,209,12.9,9.5,3.9,2.375,1
2,297,29.7,2.2,7.425,1.4,15.91071429,2.3,14.85,3.6,21.21428571,4.9,38.18571429,1,8.485714286,0,26.51785714,10.7,31.82142857,5,51.975,3,233.3571429,5.1,2.121428571,0.3,42.42857143,2.1,954.6428571,11.1,6.364285714,1.7,42.42857143,4.5,51.975,4.3,1060.714286,11.8,233.3571429,9.6,10.60714286,1.2,2.651785714,0.4
3,268,26.8,3.2,6.7,1.7,14.35714286,3.8,13.4,4,19.14285714,3.4,34.45714286,1.9,7.657142857,0,23.92857143,6.8,28.71428571,2.4,46.9,1.4,210.5714286,10,1.914285714,0.1,38.28571429,2.9,861.4285714,14.4,5.742857143,2.2,38.28571429,4.7,46.9,5.1,957.1428571,9.5,210.5714286,10.7,9.571428571,1.6,2.392857143,0.9
4,302,30.2,3.1,7.55,1.8,16.17857143,3.2,15.1,2.8,21.57142857,2.7,38.82857143,1.6,8.628571429,0,26.96428571,8.1,32.35714286,3.2,52.85,1.6,237.2857143,5.2,2.157142857,0.3,43.14285714,2.3,970.7142857,9.1,6.471428571,1,43.14285714,7,52.85,1,1078.571429,6.7,237.2857143,7.1,10.78571429,2.9,2.696428571,0.8
5,255,25.5,7.5,6.375,4.4,13.66071429,5,12.75,5.1,18.21428571,9.2,32.78571429,3.1,7.285714286,0,22.76785714,14.7,27.32142857,7.4,44.625,14.3,200.3571429,11.3,1.821428571,0.5,36.42857143,5,819.6428571,25.8,5.464285714,3.7,36.42857143,17.1,44.625,14.1,910.7142857,18.4,200.3571429,12,9.107142857,4.9,2.276785714,1
6,264,26.4,8.7,6.6,3.6,14.14285714,5.2,13.2,5.1,18.85714286,9.7,33.94285714,3.2,7.542857143,0,23.57142857,14.4,28.28571429,7.8,46.2,15.9,207.4285714,11.1,1.885714286,0.6,37.71428571,4.8,848.5714286,19.4,5.657142857,3.3,37.71428571,16.8,46.2,10,942.8571429,17,207.4285714,11.4,9.428571429,4.8,2.357142857,1
7,301,30.1,6.3,7.525,3.7,16.125,4.4,15.05,5.1,21.5,6.5,38.7,3.2,8.6,0,26.875,14.4,32.25,7.5,52.675,13.3,236.5,11.3,2.15,0.6,43,4.1,967.5,17.8,6.45,3.6,43,11,52.675,9.4,1075,20,236.5,13.5,10.75,4.2,2.6875,1
1,294,29.4,7.7,7.35,4.8,15.75,6.5,14.7,9.6,21,6.7,37.8,3.4,8.4,0,26.25,12.5,31.5,8,51.45,15.8,231,11.2,2.1,0.9,42,4.6,945,26.3,6.3,3.3,42,10,51.45,10.9,1050,14.7,231,14.8,10.5,5.6,2.625,1
2,277,27.7,5.4,6.925,3.6,14.83928571,8.5,13.85,8.3,19.78571429,5.3,35.61428571,3.1,7.914285714,0,24.73214286,11.3,29.67857143,7.8,48.475,13,217.6428571,13.5,1.978571429,0.6,39.57142857,4.4,890.3571429,25.6,5.935714286,3.6,39.57142857,18.8,48.475,13.3,989.2857143,15.8,217.6428571,14.9,9.892857143,3.9,2.473214286,1
